source_ref,manufacturer,model,carrier_wavelength,units_carrier_wavelength,frequency,units_frequency,unit_length,units_unit_length,manu_ref_refrac_index,c_term,d_term,remark,edm_type,manu_unc_const,units_manu_unc_const,manu_unc_ppm,units_manu_unc_ppm,manu_unc_k,atmos_corr_formula
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Hewlett Packard,HP 3800B,910,nm,14985453,Hz,10,m,1.0002783,278.3,79.15,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Hewlett Packard,HP 3801A,910,nm,14987103,Hz,10,m,1.0002783,278.3,79.15,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Hewlett Packard,HP 3805A,910,nm,14987103,Hz,10,m,1.0002783,278.3,79.15,Frequency set to +110 ppm,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Hewlett Packard,HP 3808A,835,nm,14987090,Hz,10,m,1.0002792,279.2,79.46,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Hewlett Packard,HP 3810B,840,nm,14987090,Hz,10,m,1.0002783,278.3,79.15,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Hewlett Packard,HP 3820A,835,nm,14987090,Hz,10,m,1.0002792,279.2,79.46,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Hewlett Packard,HP 3859A,840,nm,14987090,Hz,10,m,1.0002783,279.2,79.15,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,HP,3800 B,910,nm,14.98545,MHz,10,m,,278.3,105.5,,ph,10,mm,14,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,HP,3805 A,910,nm,14.9871,MHz,10,m,,278.3,105.5,,ph,14,mm,20,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,HP,3808 A,835,nm,14.98709,MHz,10,m,,279.3,105.9,,ph,10,mm,2,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,HP,3810 A,910,nm,14.987103,MHz,10,m,,,,,ph,10,mm,20,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,HP,3810 B,840,nm,14.98709,MHz,10,m,,,,,ph,10,mm,2,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,HP,3820 A,835,nm,14.98709,MHz,10,m,,279.3,105.9,,ph,10,mm,10,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,HP,3859 A,840,nm,14.98709,MHz,10,m,,,,,ph,10,mm,2,ppm,2,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",IBEO,FEN 10000,905,nm,,Hz,,m,1.00027345,273.45,79.08,,pu,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",IBEO,FEN 2000,905,nm,,Hz,,m,1.00027345,273.45,79.08,,pu,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",IBEO,FEN 4000,905,nm,,Hz,,m,1.00027345,273.45,79.08,,pu,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",IBEO,Pulsar 50/100,905,nm,,Hz,,m,,,,,pu,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",IBEO,Pulsar 500/1000,905,nm,,Hz,,m,,,,,pu,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",IBEO,Pulsar Minifix,905,nm,,Hz,,m,,,,,pu,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",IBEO,Pulsar Survey,905,nm,,Hz,,m,,,,,pu,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Kern,DM 102,860,nm,14.9854,MHz,10,m,,,,,ph,10,mm,10,ppm,2,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Kern,DM 102,860,nm,14985400,Hz,10,m,1.000282,282,79.2,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Kern,DM 104,860,nm,14.9854,MHz,10,m,,,,,ph,10,mm,10,ppm,2,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Kern,DM 104,860,nm,14985400,Hz,10,m,1.0002822,282.2,79.4,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Kern,DM 150,860,nm,14.9854,MHz,10,m,,,,,ph,10,mm,10,ppm,2,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Kern,DM 150,860,nm,14985400,Hz,10,m,1.0002822,282.2,79.4,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Kern,DM 500,875,nm,14.9854,MHz,10,m,,281.6,105.7,,ph,10,mm,10,ppm,2,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Kern,DM 500,875,nm,14985400,Hz,10,m,1.0002816,281.6,79.26,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Kern,DM 501,,nm,,Hz,10,m,,281.9,105.6,,ph,10,mm,10,ppm,2,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Kern,DM 501,900,nm,14985400,Hz,10,m,1.0002819,281.9,79.19,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Kern,DM 502,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Kern,DM 502,860,nm,14985400,Hz,10,m,1.000282,282,79.2,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Kern,DM 503,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Kern,DM 503,860,nm,14985400,Hz,10,m,1.000282,282,79.2,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Kern,DM 504,,nm,,Hz,10,m,,,,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Kern,DM 504,860,nm,14985400,Hz,10,m,1.0002822,282.2,79.4,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Kern,DM 550,860,nm,14.9854,MHz,10,m,,,,,ph,10,mm,4,ppm,2,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Kern,DM 550,860,nm,14985400,Hz,10,m,1.000282,282.2,79.4,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Kern,Master II,,nm,,Hz,,m,,310,107.92,,ph,10,mm,10,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Kern,Master III,,nm,,Hz,,m,,310,107.92,,ph,10,mm,10,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Kern,R,,nm,,Hz,,m,,310,107.92,,ph,10,mm,10,ppm,2,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Keuffel and Esser,Autoranger I,910,nm,14983482,Hz,10,m,1.0003104,310.4,79.19,Frequency set to -100 ppm,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Keuffel and Esser,Autoranger II,865,nm,14983482,Hz,10,m,1.0003104,310.4,79.4,Frequency set to -100 ppm,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Keuffel and Esser,Autoranger S,865,nm,14983482,Hz,10,m,1.0003104,310.4,79.4,Frequency set to -100 ppm,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Keuffel and Esser,Rangemaster II,632.8,nm,14984980,Hz,10,m,1.00031,310,81.01,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Keuffel and Esser,Ranger V,632.8,nm,14984980,Hz,10,m,1.00031,310,81.01,,ph,,mm,,ppm,,
CR Kennedy,Leica,DI1000,865,nm,7.492701868,MHz,20,m,1.00028,281.55,79.33,,ph,10,mm,10,ppm,2,
CR Kennedy,Leica,DI1001,850,nm,49.95133424,MHz,3,m,1.000281783,281.8,79.39,,ph,10,mm,10,ppm,2,
CR Kennedy,Leica,DI1600,850,nm,49.95133424,MHz,3,m,1.000281783,281.8,79.39,,ph,6,mm,4,ppm,2,
CR Kennedy,Leica,DI2002,850,nm,49.95133424,MHz,3,m,1.000281783,281.8,79.39,,ph,2,mm,2,ppm,2,
CR Kennedy,Leica,DI3000,865,nm,14.98540374,MHz,10,m,1.00028,281.55,79.33,,ph,6,mm,2,ppm,2,
"Rüeger. J. M. 2007a. First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica,DISTO,,nm,,Hz,,m,,259.7,80.91,"handheld, reflectorless",ph,,mm,,ppm,,
"Rüeger. J. M. 2007a. First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica,DISTObasic,,nm,,Hz,,m,,259.7,80.91,"handheld, reflectorless",ph,,mm,,ppm,,
"Rüeger. J. M. 2007a. First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica,DISTOclassic,,nm,,Hz,,m,,259.7,80.91,"handheld, reflectorless",ph,,mm,,ppm,,
CR Kennedy,Leica,"FlexLine (TS02) eg.TS02 Ultra - 5""",658,nm,99.90221353,MHz,1.5,m,1.000286338,286.34,80.68,,ph,3,mm,4,ppm,2,
CR Kennedy,Leica,FlexLine (TS06) eg.,658,nm,99.90221353,MHz,1.5,m,1.000286338,286.34,80.68,,ph,3,mm,4,ppm,2,
CR Kennedy,Leica,FlexLine (TS09) eg.,658,nm,99.90221353,MHz,1.5,m,1.000286338,286.34,80.68,,ph,2,mm,3,ppm,2,
CR Kennedy,Leica,"Nova (MS50, MS60) eg.",658,nm,99.90221353,MHz,1.5,m,1.000286338,286.34,80.68,,ph,2,mm,3,ppm,2,
CR Kennedy,Leica,"Nova (TS50,TM50, TS60, ) eg.",658,nm,99.90221353,MHz,1.5,m,1.000286338,286.34,80.68,,ph,1.2,mm,2,ppm,2,
CR Kennedy,Leica,TC1010,850,nm,49.95133424,MHz,3,m,1.000281783,281.8,79.39,,ph,6,mm,4,ppm,2,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Leica,TC1100,850,nm,,Hz,3,m,1.0002818,281.8,79.39,,ph,,mm,,ppm,,
"Rüeger. J. M. 2007a. First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica,TC1105,,nm,,Hz,,m,,283.04,79.75,,ph,,mm,,ppm,,
"Rüeger. J. M. 2007a. First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica,TC1500,,nm,,Hz,,m,,281.8,79.39,,ph,,mm,,ppm,,
CR Kennedy,Leica,TC1610,850,nm,49.95133424,MHz,3,m,1.000281783,281.8,79.39,,ph,6,mm,4,ppm,2,
CR Kennedy,Leica,TC1700,850,nm,49.95133424,MHz,3,m,1.000281783,281.8,79.39,,ph,4,mm,4,ppm,2,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Leica,TC1700,850,nm,,Hz,3,m,1.0002818,281.8,79.39,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Leica,TC1800,850,nm,,Hz,3,m,1.0002818,281.8,79.39,,ph,,mm,,ppm,,
CR Kennedy,Leica,TC2000,850,nm,49.95133424,MHz,3,m,1.000281783,281.8,79.39,,ph,2,mm,2,ppm,2,
CR Kennedy,Leica,TC2002,850,nm,49.95133424,MHz,3,m,1.000281783,281.8,79.39,,ph,2,mm,2,ppm,2,
"Rüeger. J. M. 2007a. First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica,TC303/305/307,,nm,,Hz,,m,,283.04,79.75,normal EDM mode,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Leica,TC400/TC600,850,nm,,Hz,3,m,1.0002818,281.8,79.39,,ph,,mm,,ppm,,
"Rüeger. J. M. 2007a. First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica,TC400N/NL,,nm,,Hz,,m,,281.8,79.39,,ph,,mm,,ppm,,
CR Kennedy,Leica,TC500,850,nm,49.95133424,MHz,3,m,1.000281783,281.8,79.39,,ph,10,mm,10,ppm,2,
CR Kennedy,Leica,TC600,850,nm,49.95133424,MHz,3,m,1.000281783,281.8,79.39,,ph,6,mm,6,ppm,2,
CR Kennedy,Leica,TC605,850,nm,49.95133424,MHz,3,m,1.000281783,281.8,79.39,,ph,6,mm,6,ppm,2,
"Rüeger. J. M. 2007a. First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica,TC605/L,,nm,,Hz,,m,,281.8,79.39,,ph,,mm,,ppm,,
"Rüeger. J. M. 2007a. First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica,TC702/703/705,,nm,,Hz,,m,,283.04,79.75,normal EDM mode,ph,,mm,,ppm,,
"Rüeger. J. M. 2007a. First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica,TC800,,nm,,Hz,,m,,281.8,79.39,,ph,,mm,,ppm,,
CR Kennedy,Leica,TC805,850,nm,49.95133424,MHz,3,m,1.000281783,281.8,79.39,,ph,4,mm,4,ppm,2,
"Rüeger. J. M. 2007a. First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica,TC805/L,,nm,,Hz,,m,,281.8,79.39,,ph,,mm,,ppm,,
"Rüeger. J. M. 2007a. First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica,TC905/L,,nm,,Hz,,m,,281.8,79.39,,ph,,mm,,ppm,,
"Rüeger. J. M. 2007a. First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica,TCA/TC2003,,nm,,Hz,,m,,281.8,79.39,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Leica,TCA/TCM1100,850,nm,,Hz,3,m,1.0002818,281.8,79.39,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Leica,TCA/TCM1800,850,nm,,Hz,3,m,1.0002818,281.8,79.39,,ph,,mm,,ppm,,
CR Kennedy,Leica,TCA1500,850,nm,49.95133424,MHz,3,m,1.000281783,281.8,79.39,,ph,4,mm,4,ppm,2,
CR Kennedy,Leica,TCA2003,850,nm,49.95133424,MHz,3,m,1.000281783,281.8,79.39,,ph,2,mm,2,ppm,2,
"Rüeger. J. M. 2007a. First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica,TCM/TCA110x,,nm,,Hz,,m,,283.04,79.75,"normal EDM mode, x=1,2,3",ph,,mm,,ppm,,
CR Kennedy,Leica,TCM1100,850,nm,49.95133424,MHz,3,m,1.000281783,281.8,79.39,,ph,4,mm,4,ppm,2,
CR Kennedy,Leica,TCM1800,850,nm,49.95133424,MHz,3,m,1.000281783,281.8,79.39,,ph,2,mm,4,ppm,2,
"Rüeger. J. M. 2007a. First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica,TCR303/305/307,,nm,,Hz,,m,,285.92,80.56,reflectorless mode,ph,,mm,,ppm,,
"Rüeger. J. M. 2007a. First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica,TCR702/703/705,,nm,,Hz,,m,,285.92,80.56,reflectorless mode,ph,,mm,,ppm,,
"Rüeger. J. M. 2007a. First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica,TCRA/TCRM110x,,nm,,Hz,,m,,285.92,80.56,"reflectorless mode, x=1,2,3",ph,,mm,,ppm,,
"Rüeger. J. M. 2007a. First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica,TDM/TDA5005,,nm,,Hz,,m,,281.8,79.39,,ph,,mm,,ppm,,
"Rüeger. J. M. 2007a. First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica,TDM5000,,nm,,Hz,,m,,281.8,79.39,,ph,,mm,,ppm,,
CR Kennedy,Leica,"TPS100 (TC110 / C, TCR110C) eg.TCR110",780,nm,99.90254202,MHz,1.5,m,1.000283049,283.05,79.75,,ph,4,mm,4,ppm,2,
CR Kennedy,Leica,"TPS1100 (& plus) (TC, TCR, TCM, TCRM, TCA, TCRA) eg.TCRM1103, TCA1105",780,nm,99.90254202,MHz,1.5,m,1.000283049,283.05,79.75,,ph,4,mm,4,ppm,2,
CR Kennedy,Leica,"TPS1200 (TC, TCR, TCM, TCRM, TCA, TCRA, TCP, TCRP) eg.TC1205, TCRA1203, TCP1201",780,nm,99.90254202,MHz,1.5,m,1.000283049,283.05,79.75,,ph,4,mm,4,ppm,2,
CR Kennedy,Leica,"TPS1200+ NEW EDM since 2007 (TC, TCR, TCRM, TCA, TCRA, TCP, TCRP) eg.TCR1205+, TCRA1203+, TCP1201+",658,nm,99.90221353,MHz,1.5,m,1.000286338,286.34,80.68,,ph,2,mm,3,ppm,2,
CR Kennedy,Leica,"TPS300 (TC, TCR) eg.TCR305",780,nm,99.90254202,MHz,1.5,m,1.000283049,283.05,79.75,,ph,4,mm,4,ppm,2,
CR Kennedy,Leica,"TPS400 (TC, TCR) eg.TCR407",780,nm,99.90254202,MHz,1.5,m,1.000283049,283.05,79.75,,ph,4,mm,4,ppm,2,
CR Kennedy,Leica,"TPS400/800NEW EDM since 2007 (TC, TCR, TCRM) eg.TC405, TCR805",658,nm,99.90221353,MHz,1.5,m,1.000286338,286.34,80.68,,ph,2,mm,3,ppm,2,
CR Kennedy,Leica,"TPS5000 (TM, TDA, TDM) eg.TM5000, TM5100A, TDA5005",850,nm,49.95133424,MHz,3,m,1.000281783,281.8,79.39,,ph,0.4,mm,,ppm,2,
CR Kennedy,Leica,"TPS700 (TC, TCR, TCAuto, TCRAuto) eg.TCR703Auto",780,nm,99.90254202,MHz,1.5,m,1.000283049,283.05,79.75,,ph,4,mm,4,ppm,2,
CR Kennedy,Leica,"TPS800 (TC,TCR) eg.TCR803",780,nm,99.90254202,MHz,1.5,m,1.000283049,283.05,79.75,,ph,4,mm,4,ppm,2,
CR Kennedy,Leica,"TS30 & TM30 (TS30, TM30) eg.TS30, TM30",658,nm,99.90221353,MHz,1.5,m,1.000286338,286.34,80.68,,ph,1.2,mm,2,ppm,2,
CR Kennedy,Leica,"Viva (All) eg.TS11, TS15, TS16",658,nm,99.90221353,MHz,1.5,m,1.000286338,286.34,80.68,,ph,2,mm,3,ppm,2,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Leica,Wild 3012S,860,nm,,Hz,,m,1.0002815,281.5,79.3,,pu,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Leica,Wild DI 20,835,nm,4495620,Hz,33.3333,m,1.0002822,282.2,79.43,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Leica,Wild DI 3,875,nm,7492700,Hz,20,m,1.000282,282,79.2,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Leica,Wild DI 3S,885,nm,7492700,Hz,20,m,1.000282,282,79.2,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Leica,Wild DI 5 S,845,nm,4870255,Hz,30.7692,m,1.000282,282,79.2,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Leica,Wild DI1000,865,nm,7492700,Hz,20,m,1.000282,282,79.2,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Leica,Wild DI1001,850,nm,,Hz,3,m,1.0002818,281.8,79.39,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Leica,Wild DI1600,850,nm,,Hz,3,m,1.0002818,281.8,79.39,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Leica,Wild DI2000,850,nm,14835546,Hz,10.10101,m,1.0002818,281.8,79.4,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Leica,Wild DI2002,850,nm,,Hz,3,m,1.0002818,281.8,79.39,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Leica,Wild DI3000,865,nm,,Hz,,m,1.0002815,281.5,79.3,,pu,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Leica,Wild DI3000S,860,nm,,Hz,,m,1.0002815,281.5,79.3,,pu,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Leica,Wild DI3010S,860,nm,,Hz,,m,1.0002815,281.5,79.3,,pu,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Leica,Wild DI4/4L/4S,885,nm,4870255,Hz,30.7692,m,1.000282,282,79.2,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Leica,Wild DIOR3002S,860,nm,,Hz,,m,1.0002815,281.5,79.3,,pu,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Leica,Wild TC 1,885,nm,4871444,Hz,30.7692,m,1.000282,282,79.2,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Leica,Wild TC 1 L,885,nm,4870255,Hz,30.7692,m,1.000282,282,79.2,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Leica,Wild TC1000,850,nm,,Hz,3,m,1.0002818,281.8,79.39,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Leica,Wild TC1600(I),850,nm,14835546,Hz,10.10101,m,1.000282,282,79.4,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Leica,Wild TC1600(II),850,nm,,Hz,3,m,1.0002818,281.8,79.39,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Leica,Wild TC1610,850,nm,,Hz,3,m,1.0002818,281.8,79.39,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Leica,Wild TC2000,850,nm,4870255,Hz,30.7692,m,1.000282,282,79.2,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Leica,Wild TC2002,850,nm,,Hz,3,m,1.0002818,281.8,79.39,,ph,,mm,,ppm,,
"Rüeger, J. M. 1996. Electronic Distance Measurement - An Introduction, 4th corrected edition",Leica,Wild TC500,850,nm,,Hz,3,m,1.0002818,281.8,79.39,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,DI 1000,865,nm,7.5,MHz,20,m,,281.55,105.6,,ph,10,mm,10,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,DI 1001,850,nm,50,MHz,3,m,,281.78,105.85,,ph,10,mm,10,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,DI 1600,850,nm,50,MHz,3,m,,281.78,105.85,,ph,6,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,DI 20,,nm,,Hz,33.3333,m,,282,105.5,,ph,10,mm,10,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,DI 2000,,nm,14.83555,MHz,10.101,m,,281.8,105.85,,ph,2,mm,2,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,DI 2002,850,nm,50,MHz,3,m,,281.78,105.85,,ph,2,mm,2,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,DI 3,,nm,,Hz,,m,,282,105.5,,ph,10,mm,10,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,DI 3 S,,nm,,Hz,,m,,282,105.5,,ph,10,mm,10,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,DI 3000,865,nm,15,MHz,10,m,,281.55,105.5,,ph,10,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,DI 3000S,865,nm,15,MHz,10,m,,,,,ph,6,mm,2,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,DI 4,885,nm,4.87026,MHz,30.769,m,,282,105.5,,ph,10,mm,10,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,DI 4L,,nm,,Hz,30.769,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,DI 4S,,nm,,Hz,30.769,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,DI 5,845,nm,4.87026,MHz,30.769,m,,282,105.5,,ph,10,mm,10,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,DI 5S,,nm,,Hz,30.769,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,DI TC1,,nm,,Hz,30.769,m,,,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,DIOR 3002,,nm,,Hz,,m,,281.5,105.72,,ph,10,mm,4,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,OMNI,,nm,,Hz,,m,,,,,ph,10,mm,10,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TACHYMAT,,nm,,Hz,,m,,282,105.5,,ph,10,mm,10,ppm,2,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1,850,nm,50,MHz,30.769,m,,281.78,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1 L,850,nm,50,MHz,30.769,m,,281.78,,,ph,,mm,,ppm,,
https://www.land.vic.gov.au/surveying/services/equipment-calibration-services,Leica / Wild,TC 1000,850,nm,50,MHz,3,m,,281.78,105.85,,ph,10,mm,6,ppm,2,
