source_ref,manufacturer,model,carrier_wavelength,units_carrier_wavelength,frequency,units_frequency,unit_length,units_unit_length,manu_ref_refrac_index,c_term,d_term,remark,edm_type,manu_unc_const,units_manu_unc_const,manu_unc_ppm,units_manu_unc_ppm,manu_unc_k
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Precision International,Beetle 1600S,910,nm,14984979,Hz,10,m,1.00031,310,79.15,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Precision International,Citation CI-410,905,nm,14984980,Hz,10,m,1.00031,310,79.21,(C-term and D-term) e Applicable if PPM value in Citation is set to 310 ppm,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Precision International,Citation CI-450,905,nm,14984980,Hz,10,m,1.00031,310,79.21,(C-term and D-term) e Applicable if PPM value in Citation is set to 310 ppm,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,SDM-1C,910,nm,14985450,Hz,10,m,1.0002786,278.6,79.15,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,RED-1(=SDM-1D),830,nm,14985450,Hz,10,m,1.0002786,278.6,79.49,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,"SDM 3D, 5D",860,nm,14985453,Hz,10,m,1.0002789,278.96,79.33,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,"RED-2, RED-3",860,nm,14985453,Hz,10,m,1.0002789,278.96,79.33,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,RED mini (SDM-300),860,nm,14985453,Hz,10,m,1.0002789,278.96,79.33,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,SDM-3E/3ER,860,nm,14985453,Hz,10,m,1.0002789,278.96,79.33,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,SET 5,860,nm,14985453,Hz,10,m,1.0002789,278.96,79.33,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,RED 2A,860,nm,14985453,Hz,10,m,1.00027896,278.96,79.33,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,RED 2L,860,nm,14985453,Hz,10,m,1.00027896,278.96,79.33,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,RED mini 2,810,nm,14985453,Hz,10,m,1.00027896,278.96,79.33,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,SDM 3F/3FR,860,nm,14985453,Hz,10,m,1.00027896,278.96,79.33,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,SET 2,860,nm,14985453,Hz,10,m,1.00027896,278.96,79.33,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,SET 3,860,nm,14985453,Hz,10,m,1.00027896,278.96,79.33,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,SET 4,860,nm,14985453,Hz,10,m,1.00027896,278.96,79.33,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,SET5,860,nm,7492721,Hz,20,m,1.00027896,278.96,79.33,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,"SET5E,SET6E",860,nm,7492721,Hz,20,m,1.00027896,278.96,79.33,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,"NET2,NET2B",860,nm,74927210,Hz,2,m,1.00027896,278.96,79.33,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,SET4A,860,nm,14985442,Hz,10,m,1.00027896,278.96,79.33,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,SET2B/3B/4B,860,nm,14985442,Hz,10,m,1.00027896,278.96,79.33,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,SET2C/3C/4C,860,nm,14985442,Hz,10,m,1.00027896,278.96,79.33,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,RED2LV,860,nm,14985442,Hz,10,m,1.00027896,278.96,79.33,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,"SET3E,SET4E",860,nm,29970884,Hz,5,m,1.00027896,278.96,79.33,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,Mini AR,860,nm,14985442,Hz,10,m,1.00027896,278.96,79.33,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,SET2CII ,860,nm,29970884,Hz,5,m,1.00027896,278.96,79.33,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,SET3CII ,860,nm,29970884,Hz,5,m,1.00027896,278.96,79.33,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,SET4CII ,860,nm,29970884,Hz,5,m,1.00027896,278.96,79.33,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,SET2BII ,860,nm,29970884,Hz,5,m,1.00027896,278.96,79.33,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,SET3BII ,860,nm,29970884,Hz,5,m,1.00027896,278.96,79.33,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,SET4BII ,860,nm,29970884,Hz,5,m,1.00027896,278.96,79.33,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,SET2000,860,nm,29970884,Hz,5,m,1.00027896,278.96,79.33,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,SET3000,860,nm,29970884,Hz,5,m,1.00027896,278.96,79.33,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Sokkia,SET4000,860,nm,29970884,Hz,5,m,1.00027896,278.96,79.33,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Tellurometer,CD 6,930,nm,14985520,Hz,10,m,1.000274,274,79.17,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Topcon,DM-C2,820,nm,14985437,Hz,10,m,1.0002811,281.1,80,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Topcon,DM-S1/S2/S3,820,nm,14985437,Hz,10,m,1.0002796,279.6,79.51,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Topcon,DM-C3,820,nm,14985437,Hz,10,m,1.0002796,279.6,79.51,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Topcon,GTS-1/GTS 10,820,nm,14985437,Hz,10,m,1.0002796,279.6,79.51,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Topcon,GTS-2,820,nm,14985437,Hz,10,m,1.0002796,279.6,79.51,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Topcon,ET-1,820,nm,14985437,Hz,10,m,1.0002796,279.6,79.51,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Topcon,DM-A2/DM-A3,820,nm,14985437,Hz,10,m,1.0002796,279.6,79.51,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Topcon,GTS-2B/2S,820,nm,14985437,Hz,10,m,1.0002796,279.6,79.51,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Topcon,GTS-3B,820,nm,14985437,Hz,10,m,1.0002796,279.6,79.51,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Topcon,GTS-3,820,nm,14985437,Hz,10,m,1.0002796,279.6,79.51,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Topcon,ET-2,820,nm,14985437,Hz,10,m,1.0002796,279.6,79.51,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Topcon,DM-A5,820,nm,14985437,Hz,10,m,1.0002796,279.6,79.51,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Topcon,GTS-4/4B,820,nm,29970874,Hz,5,m,1.0002796,279.6,79.51,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Topcon,GTS-5/05,820,nm,29970874,Hz,5,m,1.0002796,279.6,79.51,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Topcon,GTS-6A/6E,820,nm,29970874,Hz,5,m,1.0002796,279.6,79.51,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Topcon,GTS-6/6B,820,nm,29970874,Hz,5,m,1.0002796,279.6,79.51,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Topcon,ITS-1/1B,820,nm,29970874,Hz,5,m,1.0002796,279.6,79.51,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Topcon,CTS-1 (CS-20),820,nm,14985437,Hz,10,m,1.0002796,279.6,79.51,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Topcon,DM-S3L,820,nm,44956311,Hz,3.33333,m,1.0002796,279.6,79.51,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Topcon,DM-H1,820,nm,44956311,Hz,3.33333,m,1.0002796,279.6,79.51,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Topcon,GTS-3D,820,nm,14985437,Hz,10,m,1.0002796,279.6,79.51,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Zeiss,RETA,860,nm,14985570,Hz,10,m,1.0002705,270.5,79.35,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Zeiss,RECOTA,860,nm,14985570,Hz,10,m,1.0002705,270.5,79.35,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Zeiss,ELDI 1,910,nm,14985100,Hz,10,m,1.000302,302,79.15,(C-term and D-term) Use environmental correction dial and first velocity corrections chart as supplied with instrument; s corrections for the oscillator drift with temperature are then also included,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Zeiss,ELDI 2,910,nm,14985100,Hz,10,m,1.000302,302,79.15,(C-term and D-term) Use environmental correction dial and first velocity corrections chart as supplied with instrument; s corrections for the oscillator drift with temperature are then also included,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Zeiss,ELDI 3,910,nm,14985100,Hz,10,m,1.000302,302,79.15,(C-term and D-term) Use environmental correction dial and first velocity corrections chart as supplied with instrument; s corrections for the oscillator drift with temperature are then also included,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Zeiss,SM 4,910,nm,14985100,Hz,10,m,1.000302,302,79.15,(C-term and D-term) Use environmental correction dial and first velocity corrections chart as supplied with instrument; s corrections for the oscillator drift with temperature are then also included,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Zeiss,ELTA 2,910,nm,14985800,Hz,10,m,1.0002551,255.1,79.15,(C-term and D-term) Use environmental correction dial and first velocity corrections chart as supplied with instrument; s corrections for the oscillator drift with temperature are then also included,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Zeiss,ELTA 4,910,nm,14985800,Hz,10,m,1.0002551,255.1,79.15,(C-term and D-term) Use environmental correction dial and first velocity corrections chart as supplied with instrument; s corrections for the oscillator drift with temperature are then also included,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Zeiss,ELTA 3,910,nm,14985800,Hz,10,m,1.0002555,255.5,78.96,(C-term and D-term) Use environmental correction dial and first velocity corrections chart as supplied with instrument; s corrections for the oscillator drift with temperature are then also included,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Zeiss,ELTA 20,910,nm,14985800,Hz,10,m,1.0002555,255.5,78.96,(C-term and D-term) Use environmental correction dial and first velocity corrections chart as supplied with instrument; s corrections for the oscillator drift with temperature are then also included,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Zeiss,ELTA 46R,910,nm,14985800,Hz,10,m,1.0002555,255.5,78.96,(C-term and D-term) Use environmental correction dial and first velocity corrections chart as supplied with instrument; s corrections for the oscillator drift with temperature are then also included,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Zeiss,RSM 3,910,nm,14985800,Hz,10,m,1.0002555,255.5,78.96,(C-term and D-term) Use environmental correction dial and first velocity corrections chart as supplied with instrument; s corrections for the oscillator drift with temperature are then also included,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Zeiss,SM 41,910,nm,14985800,Hz,10,m,1.0002555,255.5,78.96,(C-term and D-term) Use environmental correction dial and first velocity corrections chart as supplied with instrument; s corrections for the oscillator drift with temperature are then also included,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Zeiss,E-Elta 4,860,nm,14985800,Hz,10,m,1.0002551,255.2,79.35,"(C-term and D-term) Use on-board first velocity correction which also corrects for oscillator errors, A/D converter errors and average humidity (60%).",,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Zeiss,E-Elta 3,860,nm,14985800,Hz,10,m,1.0002551,255.2,79.35,"(C-term and D-term) Use on-board first velocity correction which also corrects for oscillator errors, A/D converter errors and average humidity (60%).",,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Zeiss,ELDI 4,860,nm,14985800,Hz,10,m,1.0002551,255.2,79.35,"(C-term and D-term) Use on-board first velocity correction which also corrects for oscillator errors, A/D converter errors and average humidity (60%).",,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Zeiss,E-Elta 6,860,nm,14985800,Hz,10,m,1.0002551,255.2,79.35,"(C-term and D-term) Use on-board first velocity correction which also corrects for oscillator errors, A/D converter errors and average humidity (60%).",,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Zeiss,ELDI 10,905,nm,,,,,1.0002539,253.9,79.35,,pu,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Zeiss,E-Elta2,860,nm,14985800,Hz,10,m,1.0002551,255.1,79.34,"(C-term and D-term) Temperature and pressure measured by instrument, 60% rel. hum. assumed",,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Zeiss,E-Elta5,860,nm,14985800,Hz,10,m,1.0002551,255.1,79.34,"(C-term and D-term) Temperature and pressure measured by instrument, 60% rel. hum. assumed",,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Zeiss,E-Elta3 (since 1991),860,nm,14985800,Hz,10,m,1.0002551,255.1,79.34,"(C-term and D-term) Temperature and pressure measured by instrument, 60% rel. hum. assumed",,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Zeiss,E-Elta4 (since 1991),860,nm,14985800,Hz,10,m,1.0002551,255.1,79.34,"(C-term and D-term) Temperature and pressure measured by instrument, 60% rel. hum. assumed",,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Zeiss,Rec Elta 2,860,nm,14985800,Hz,10,m,1.0002551,255.1,79.34,"(C-term and D-term) Temperature and pressure measured by instrument, 60% rel. hum. assumed",,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Zeiss,Rec Elta 3,860,nm,14985800,Hz,10,m,1.0002551,255.1,79.34,"(C-term and D-term) Temperature and pressure measured by instrument, 60% rel. hum. assumed",,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Zeiss,Rec Elta 4,860,nm,14985800,Hz,10,m,1.0002551,255.1,79.34,"(C-term and D-term) Temperature and pressure measured by instrument, 60% rel. hum. assumed",,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Zeiss,Rec Elta RL,900,nm,,,,,1.0002539,253.9,79.35,"(C-term and D-term) Temperature and pressure measured by instrument, 60% rel. hum. assumed",pu,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Zeiss,Elta 50,860,nm,14985800,Hz,10,m,1.0002551,255.1,79.34,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Zeiss,Rec Elta 13 C,860,nm,14985800,Hz,10,m,1.0002551,255.1,79.34,,,,,,,
"Rüeger, J. M.  1996.  Electronic Distance Measurement - An Introduction, 4th corrected edition",Zeiss,Rec Elta 14 C,860,nm,14985800,Hz,10,m,1.0002551,255.1,79.34,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Geodimeter,Geodimeter 404/406,,,,,,,,275,79.55,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Geodimeter,Geodimeter 4000/4002,,,,,,,,275,79.55,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Geodimeter,Geodimeter 4400,,,,,,,,275,79.55,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Geodimeter,Geodimeter ATS,,,,,,,,275,79.55,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Geodimeter,Geodimeter 422,,,,,,,,275,79.55,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Geodimeter,Geodimeter 440Lr,,,,,,,,275,79.55,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Geodimeter,Geodimeter 468DR,,,,,,,,275,79.55,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Geodimeter,Geodimeter 608M,,,,,,,,275,79.55,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Geodimeter,Geodimeter 610S/M,,,,,,,,275,79.55,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Geodimeter,Geodimeter 610SP,,,,,,,,275,79.55,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Geodimeter,Geodimeter 620S/M,,,,,,,,275,79.55,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Geodimeter,Geodimeter 620SP,,,,,,,,275,79.55,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Geodimeter,Geodimeter 640S/M,,,,,,,,275,79.55,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Geodimeter,Geodimeter 640SP,,,,,,,,275,79.55,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Geodimeter,Geodimeter 650,,,,,,,,275,79.55,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Geodimeter,Geodimeter 600Pro,,,,,,,,274.41,79.39,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Geodimeter,Geodimeter 600DR200+,,,,,,,,274.41,79.39,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica ,TC400N/NL,,,,,,,,281.8,79.39,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica ,TC800         ,,,,,,,,281.8,79.39,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica ,TC605/L      ,,,,,,,,281.8,79.39,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica ,TC805/L     ,,,,,,,,281.8,79.39,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica ,TC905/L      ,,,,,,,,281.8,79.39,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica ,TC303/305/307   ,,,,,,,,283.04,79.75,normal EDM mode,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica ,TCR303/305/307    ,,,,,,,,285.92,80.56,reflectorless mode,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica ,TC702/703/705    ,,,,,,,,283.04,79.75,normal EDM mode,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica ,TCR702/703/705  ,,,,,,,,285.92,80.56,reflectorless mode,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica ,TCA/TC2003   ,,,,,,,,281.8,79.39,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica ,TDM5000   ,,,,,,,,281.8,79.39,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica ,TDM/TDA5005  ,,,,,,,,281.8,79.39,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica ,TCM/TCA110x     ,,,,,,,,283.04,79.75,"normal EDM mode, x=1,2,3",,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica ,TCRA/TCRM110x,,,,,,,,285.92,80.56,"reflectorless mode,  x=1,2,3",,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica ,TC1105            ,,,,,,,,283.04,79.75,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica ,TC1500        ,,,,,,,,281.8,79.39,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica ,DISTO         ,,,,,,,,259.7,80.91,"handheld, reflectorless",,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica ,DISTObasic   ,,,,,,,,259.7,80.91,"handheld, reflectorless",,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Leica ,DISTOclassic  ,,,,,,,,259.7,80.91,"handheld, reflectorless",,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Nikon,DTM-821/831/851,,,,,,,,275,79.5,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Nikon,3600 (with IR EDM),,,,,,,,275.54,79.72,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Nikon,3600 DR,,,,,,,,278.77,80.65,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Nikon,3300 DR,,,,,,,,278.77,80.65,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Nikon,5500 DRStandard,,,,,,,,278.77,80.65,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Nikon,"5600-5603, 5605",,,,,,,,275,79.55,up to prog. Vers. 632-04.06,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Nikon,"5600-5603, 5605",,,,,,,,274.4,79.39,from prog. Vers. 632-05.00,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Nikon,5601-5603 DR200+,,,,,,,,274.4,79.39,"reflectorless, from Vs 632-05.00",,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Nikon,5605 DR200+,,,,,,,,274.4,79.39,"reflectorless, from Vs 632-05.00",,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Nikon,5601-5603 DR300+,,,,,,,,274.11,79.3,"reflectorless, from Vs 632-05.00",,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Nikon,5605 DR300+,,,,,,,,274.11,79.3,"reflectorless, from Vs 632-05.00",,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Nikon,560x DRStandard,,,,,,,,278.77,80.65,"reflectorless, x=0,1,2,3,5",,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Nikon,S6 DR300+,,,,,,,,274.11,79.3,reflectorless,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Nikon,S6 High Precision,,,,,,,,278.77,80.65,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Topcon,GTS203,,,,,,,,279.66,79.53,,,,,,,
"Rüeger. J. M.  2007a.  First Velocity Correction in EDM: How to get the Constants C and D, Azimuth",Topcon,GTS-211D/212/213,,,,,,,,279.66,79.53,,,,,,,
